State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Chandigarh,Chandigarh,Chandigarh (F&V),Bottle gourd,Other,FAQ,2001-07-21,200,500.0,350,82
Chandigarh,Chandigarh,Chandigarh (F&V),Brinjal,Other,FAQ,2001-07-21,300,500.0,400,35
Chandigarh,Chandigarh,Chandigarh (F&V),Cauliflower,Other,FAQ,2001-07-21,1000,1800.0,1400,34
Chandigarh,Chandigarh,Chandigarh (F&V),Chilly Capsicum,Other,FAQ,2001-07-21,500,800.0,650,88
Chandigarh,Chandigarh,Chandigarh (F&V),Ginger (Dry),Other,FAQ,2001-07-21,700,1200.0,950,27
Chandigarh,Chandigarh,Chandigarh (F&V),Green Chilli,Other,FAQ,2001-07-21,100,300.0,200,87
Chandigarh,Chandigarh,Chandigarh (F&V),Mango,Other,Large,2001-07-21,60,120.0,90,20
Chandigarh,Chandigarh,Chandigarh (F&V),Mousambi (Sweet Lime),Other,Large,2001-07-21,70,100.0,85,77
Chandigarh,Chandigarh,Chandigarh (F&V),Onion,Other,FAQ,2001-07-21,200,480.0,340,23
Chandigarh,Chandigarh,Chandigarh (F&V),Potato,Other,FAQ,2001-07-21,200,480.0,340,24
Chandigarh,Chandigarh,Chandigarh (F&V),Tomato,Other,FAQ,2001-07-21,500,800.0,650,78
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-21,355,425.0,415,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-21,1650,2680.0,2350,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-21,350,525.0,490,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-21,480,525.0,500,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-21,160,405.0,350,23
Gujarat,Rajkot,Rajkot,Potato,Desi,FAQ,2001-07-21,525,625.0,600,24
Gujarat,Rajkot,Rajkot,"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,2001-07-21,2090,2200.0,2150,11
Gujarat,Rajkot,Rajkot,Wheat,Rajasthan Tukdi,FAQ,2001-07-21,650,840.0,810,1
Maharashtra,Nagpur,Nagpur,Banana,Ordinary Big,Medium,2001-07-21,210,210.0,210,19
Maharashtra,Nagpur,Nagpur,Bengal Gram (Gram)(Whole),Desi (Whole),FAQ,2001-07-21,1931,1951.0,1941,6
Maharashtra,Nagpur,Nagpur,Chili Red,Red,FAQ,2001-07-21,1500,3600.0,2400,26
Maharashtra,Nagpur,Nagpur,Garlic,Desi,FAQ,2001-07-21,1000,1333.0,1150,25
Maharashtra,Nagpur,Nagpur,Mango,Totapuri,Medium,2001-07-21,5000,6000.0,5500,20
Maharashtra,Nagpur,Nagpur,Onion,Red,FAQ,2001-07-21,400,425.0,412,23
Maharashtra,Nagpur,Nagpur,Potato,Desi,FAQ,2001-07-21,625,675.0,650,24
Maharashtra,Nagpur,Nagpur,Red Gram,Desi (Whole),FAQ,2001-07-21,1481,1611.0,1500,7
Maharashtra,Nagpur,Nagpur,Rice,Hmt Rice-Non Basmati,FAQ,2001-07-21,1150,1400.0,1275,3
Maharashtra,Nagpur,Nagpur,Soyabean,Sup,FAQ,2001-07-21,1000,1121.0,1060,13
Maharashtra,Nagpur,Nagpur,Wheat,Sharbati,FAQ,2001-07-21,900,1000.0,950,1
Maharashtra,Nagpur,Nagpur,Wheat,Lokwan,FAQ,2001-07-21,700,800.0,750,1
Tripura,Sepahijala,Bishalgarh,Apple,Other,Medium,2001-07-21,7000,8000.0,7500,17
Tripura,Sepahijala,Bishalgarh,Banana,Champa,Medium,2001-07-21,1000,1200.0,1050,19
Tripura,Sepahijala,Bishalgarh,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-07-21,1800,2200.0,2000,8
Tripura,Sepahijala,Bishalgarh,Chili Red,Other,FAQ,2001-07-21,4500,5000.0,4800,26
Tripura,Sepahijala,Bishalgarh,Cotton,Other,FAQ,2001-07-21,5000,6000.0,5500,15
Tripura,Sepahijala,Bishalgarh,Garlic,Other,FAQ,2001-07-21,2600,3000.0,2800,25
Tripura,Sepahijala,Bishalgarh,Ginger (Dry),Other,FAQ,2001-07-21,1800,2000.0,1900,27
Tripura,Sepahijala,Bishalgarh,Grapes,Green,Medium,2001-07-21,9000,10000.0,9500,22
Tripura,Sepahijala,Bishalgarh,Mango,Fazli,Medium,2001-07-21,1500,2000.0,1800,20
Tripura,Sepahijala,Bishalgarh,Mustard,Other,FAQ,2001-07-21,2000,2500.0,2300,12
Tripura,Sepahijala,Bishalgarh,Onion,Other,FAQ,2001-07-21,1000,1100.0,1050,23
Tripura,Sepahijala,Bishalgarh,Potato,Desi,FAQ,2001-07-21,900,1000.0,950,24
Tripura,Sepahijala,Bishalgarh,Rice,IR-8,FAQ,2001-07-21,1300,1400.0,1350,3
Tripura,Sepahijala,Bishalgarh,Rice,Coarse,FAQ,2001-07-21,1050,1100.0,1075,3
Tripura,Sepahijala,Bishalgarh,Rice,Fine,FAQ,2001-07-21,1550,1600.0,1575,3
Tripura,Sepahijala,Bishalgarh,"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-07-21,1800,2200.0,2000,11
Chandigarh,Chandigarh,Chandigarh (F&V),Bhindi (Ladies Finger),Other,FAQ,2001-07-22,400,700.0,550,85
Chandigarh,Chandigarh,Chandigarh (F&V),Bitter gourd,Other,FAQ,2001-07-22,400,600.0,500,81
Chandigarh,Chandigarh,Chandigarh (F&V),Bottle gourd,Other,FAQ,2001-07-22,300,500.0,400,82
Chandigarh,Chandigarh,Chandigarh (F&V),Brinjal,Other,FAQ,2001-07-22,300,500.0,400,35
Chandigarh,Chandigarh,Chandigarh (F&V),Cauliflower,Other,FAQ,2001-07-22,1000,1800.0,1400,34
Chandigarh,Chandigarh,Chandigarh (F&V),Chilly Capsicum,Other,FAQ,2001-07-22,500,800.0,650,88
Chandigarh,Chandigarh,Chandigarh (F&V),Ginger (Dry),Other,FAQ,2001-07-22,700,1200.0,950,27
Chandigarh,Chandigarh,Chandigarh (F&V),Green Chilli,Other,FAQ,2001-07-22,100,250.0,175,87
Chandigarh,Chandigarh,Chandigarh (F&V),Mango,Other,Large,2001-07-22,40,120.0,80,20
Chandigarh,Chandigarh,Chandigarh (F&V),Mousambi (Sweet Lime),Other,Large,2001-07-22,70,100.0,85,77
Chandigarh,Chandigarh,Chandigarh (F&V),Onion,Other,FAQ,2001-07-22,200,480.0,340,23
Chandigarh,Chandigarh,Chandigarh (F&V),Potato,Other,FAQ,2001-07-22,200,450.0,325,24
Chandigarh,Chandigarh,Chandigarh (F&V),Tomato,Other,FAQ,2001-07-22,500,800.0,650,78
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-07-22,450,1250.0,850,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-07-22,150,270.0,200,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-07-22,320,720.0,525,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-07-22,1300,1600.0,1450,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-07-22,1000,1500.0,1250,75
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-07-22,720,1560.0,1150,77
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-07-22,350,900.0,625,78
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-23,355,425.0,415,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-23,1705,2405.0,2250,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-23,375,530.0,500,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-23,430,525.0,495,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-23,125,355.0,250,23
Gujarat,Rajkot,Rajkot,Potato,Desi,FAQ,2001-07-23,575,650.0,600,24
Gujarat,Rajkot,Rajkot,"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,2001-07-23,2090,2200.0,2190,11
Gujarat,Rajkot,Rajkot,Wheat,Rajasthan Tukdi,FAQ,2001-07-23,650,805.0,785,1
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,2001-07-23,650,790.0,710,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-07-23,500,1100.0,800,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-07-23,180,330.0,250,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-07-23,400,700.0,550,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-07-23,1500,1500.0,1500,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-07-23,1000,1450.0,1225,75
Maharashtra,Kolhapur,Kolhapur,Mango,Langra,Medium,2001-07-23,500,500.0,500,20
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-07-23,900,1500.0,1200,77
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-07-23,100,450.0,300,23
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-07-23,300,1000.0,650,78
Maharashtra,Nagpur,Nagpur,Banana,Ordinary Big,Medium,2001-07-23,210,210.0,210,19
Maharashtra,Nagpur,Nagpur,Bengal Gram (Gram)(Whole),Desi (Whole),FAQ,2001-07-23,1200,1400.0,1300,6
Maharashtra,Nagpur,Nagpur,Chili Red,Red,FAQ,2001-07-23,1600,3600.0,2100,26
Maharashtra,Nagpur,Nagpur,Garlic,Desi,FAQ,2001-07-23,2000,3000.0,2500,25
Maharashtra,Nagpur,Nagpur,Ginger (Dry),Dry,FAQ,2001-07-23,833,1000.0,900,27
Maharashtra,Nagpur,Nagpur,Mango,Totapuri,Medium,2001-07-23,5000,6000.0,5500,20
Maharashtra,Nagpur,Nagpur,Onion,Red,FAQ,2001-07-23,400,425.0,412,23
Maharashtra,Nagpur,Nagpur,Potato,Desi,FAQ,2001-07-23,625,675.0,650,24
Maharashtra,Nagpur,Nagpur,Red Gram,Desi (Whole),FAQ,2001-07-23,1400,1621.0,1510,7
Maharashtra,Nagpur,Nagpur,Rice,Hmt Rice-Non Basmati,FAQ,2001-07-23,1150,1400.0,1275,3
Maharashtra,Nagpur,Nagpur,Soyabean,Sup,FAQ,2001-07-23,1070,1135.0,1100,13
Maharashtra,Nagpur,Nagpur,Wheat,Sharbati,FAQ,2001-07-23,900,1000.0,950,1
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-07-23,2391,2411.0,2400,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-07-23,1170,3200.0,3100,26
Pondicherry,Pondicherry,Thattanchavady,Cotton,MCU-5 (A) 31mm FIne,FAQ,2001-07-23,1509,2280.0,2075,15
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-07-23,401,785.0,581,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-07-23,356,461.0,456,30
Tripura,Sepahijala,Bishalgarh,Apple,Other,Medium,2001-07-23,6000,7000.0,6500,17
Tripura,Sepahijala,Bishalgarh,Banana,Champa,Medium,2001-07-23,1000,1200.0,1050,19
Tripura,Sepahijala,Bishalgarh,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-07-23,1800,2000.0,1900,8
Tripura,Sepahijala,Bishalgarh,Chili Red,Other,FAQ,2001-07-23,4500,5000.0,4700,26
Tripura,Sepahijala,Bishalgarh,Cotton,Other,FAQ,2001-07-23,5000,6000.0,5500,15
Tripura,Sepahijala,Bishalgarh,Garlic,Other,FAQ,2001-07-23,3200,3500.0,3300,25
Tripura,Sepahijala,Bishalgarh,Ginger (Dry),Other,FAQ,2001-07-23,1600,2000.0,1800,27
Tripura,Sepahijala,Bishalgarh,Grapes,Green,Medium,2001-07-23,5000,6000.0,5500,22
Tripura,Sepahijala,Bishalgarh,Mango,Fazli,Medium,2001-07-23,1300,1500.0,1400,20
Tripura,Sepahijala,Bishalgarh,Mustard,Other,FAQ,2001-07-23,1800,2500.0,2200,12
Tripura,Sepahijala,Bishalgarh,Onion,Other,FAQ,2001-07-23,900,1000.0,950,23
Tripura,Sepahijala,Bishalgarh,Pineapple,Other,Medium,2001-07-23,1000,1200.0,1100,21
Tripura,Sepahijala,Bishalgarh,Potato,Desi,FAQ,2001-07-23,900,1000.0,950,24
Tripura,Sepahijala,Bishalgarh,Rice,Fine,FAQ,2001-07-23,1550,1600.0,1575,3
Tripura,Sepahijala,Bishalgarh,Rice,IR-8,FAQ,2001-07-23,1300,1400.0,1375,3
Tripura,Sepahijala,Bishalgarh,Rice,Coarse,FAQ,2001-07-23,1050,1100.0,1075,3
Tripura,Sepahijala,Bishalgarh,"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-07-23,2000,2400.0,2200,11
Chandigarh,Chandigarh,Chandigarh (F&V),Apple,Kasmir/Shimla - II,Large,2001-07-24,100,530.0,315,17
Chandigarh,Chandigarh,Chandigarh (F&V),Bhindi (Ladies Finger),Other,FAQ,2001-07-24,400,700.0,550,85
Chandigarh,Chandigarh,Chandigarh (F&V),Bitter gourd,Other,FAQ,2001-07-24,400,600.0,500,81
Chandigarh,Chandigarh,Chandigarh (F&V),Bottle gourd,Other,FAQ,2001-07-24,200,500.0,350,82
Chandigarh,Chandigarh,Chandigarh (F&V),Brinjal,Other,FAQ,2001-07-24,300,500.0,400,35
Chandigarh,Chandigarh,Chandigarh (F&V),Cauliflower,Other,FAQ,2001-07-24,1000,1600.0,1300,34
Chandigarh,Chandigarh,Chandigarh (F&V),Chilly Capsicum,Other,FAQ,2001-07-24,500,800.0,650,88
Chandigarh,Chandigarh,Chandigarh (F&V),Ginger (Dry),Other,FAQ,2001-07-24,700,1500.0,1100,27
Chandigarh,Chandigarh,Chandigarh (F&V),Green Chilli,Other,FAQ,2001-07-24,100,250.0,175,87
Chandigarh,Chandigarh,Chandigarh (F&V),Mango,Other,Large,2001-07-24,40,100.0,70,20
Chandigarh,Chandigarh,Chandigarh (F&V),Mousambi (Sweet Lime),Other,Large,2001-07-24,60,100.0,80,77
Chandigarh,Chandigarh,Chandigarh (F&V),Onion,Other,FAQ,2001-07-24,200,500.0,350,23
Chandigarh,Chandigarh,Chandigarh (F&V),Potato,Other,FAQ,2001-07-24,250,510.0,380,24
Chandigarh,Chandigarh,Chandigarh (F&V),Tomato,Other,FAQ,2001-07-24,550,850.0,700,78
Goa,South Goa,Margao,Onion,Other,FAQ,2001-07-24,200,300.0,250,23
Goa,South Goa,Margao,Pineapple,Pine Apple,Medium,2001-07-24,450,600.0,525,21
Goa,South Goa,Margao,Potato,Desi,FAQ,2001-07-24,350,480.0,400,24
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-24,360,415.0,400,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-24,1550,2630.0,2250,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-24,385,585.0,425,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-24,470,515.0,480,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-24,110,375.0,300,23
Gujarat,Rajkot,Rajkot,Potato,Desi,FAQ,2001-07-24,550,640.0,590,24
Gujarat,Rajkot,Rajkot,"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,2001-07-24,2095,2210.0,2100,11
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,2001-07-24,660,790.0,750,1
Gujarat,Rajkot,Rajkot,Wheat,Rajasthan Tukdi,FAQ,2001-07-24,650,810.0,775,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-07-24,400,1300.0,850,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-07-24,120,300.0,200,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-07-24,240,600.0,400,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-07-24,1000,1000.0,1000,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-07-24,1000,1400.0,1200,75
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-07-24,900,1800.0,1350,77
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-07-24,100,450.0,280,23
Maharashtra,Kolhapur,Kolhapur,Papaya,Other,Medium,2001-07-24,200,400.0,300,72
Maharashtra,Kolhapur,Kolhapur,Potato,Other,FAQ,2001-07-24,500,750.0,650,24
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-07-24,300,1100.0,700,78
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-07-24,2247,2367.0,2306,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-07-24,630,3050.0,2750,26
Pondicherry,Pondicherry,Thattanchavady,Cotton,MCU-5 (A) 31mm FIne,FAQ,2001-07-24,1639,2160.0,2039,15
Pondicherry,Pondicherry,Thattanchavady,Green Gram (Moong)(Whole),Local (Whole),FAQ,2001-07-24,901,2499.0,2223,9
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-07-24,409,741.0,533,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-07-24,405,476.0,457,30
Chandigarh,Chandigarh,Chandigarh (F&V),Apple,Kasmir/Shimla - II,Large,2001-07-25,100,550.0,325,17
Chandigarh,Chandigarh,Chandigarh (F&V),Bhindi (Ladies Finger),Other,FAQ,2001-07-25,400,700.0,550,85
Chandigarh,Chandigarh,Chandigarh (F&V),Bitter gourd,Other,FAQ,2001-07-25,400,600.0,500,81
Chandigarh,Chandigarh,Chandigarh (F&V),Bottle gourd,Other,FAQ,2001-07-25,200,500.0,350,82
Chandigarh,Chandigarh,Chandigarh (F&V),Brinjal,Other,FAQ,2001-07-25,300,500.0,400,35
Chandigarh,Chandigarh,Chandigarh (F&V),Cauliflower,Other,FAQ,2001-07-25,1000,1200.0,1100,34
Chandigarh,Chandigarh,Chandigarh (F&V),Chilly Capsicum,Other,FAQ,2001-07-25,500,800.0,650,88
Chandigarh,Chandigarh,Chandigarh (F&V),Ginger (Dry),Other,FAQ,2001-07-25,700,1500.0,1100,27
Chandigarh,Chandigarh,Chandigarh (F&V),Green Chilli,Other,FAQ,2001-07-25,100,250.0,175,87
Chandigarh,Chandigarh,Chandigarh (F&V),Mango,Other,Large,2001-07-25,40,100.0,70,20
Chandigarh,Chandigarh,Chandigarh (F&V),Mousambi (Sweet Lime),Other,Large,2001-07-25,60,100.0,80,77
Chandigarh,Chandigarh,Chandigarh (F&V),Onion,Other,FAQ,2001-07-25,200,500.0,350,23
Chandigarh,Chandigarh,Chandigarh (F&V),Potato,Other,FAQ,2001-07-25,250,510.0,380,24
Chandigarh,Chandigarh,Chandigarh (F&V),Tomato,Other,FAQ,2001-07-25,500,800.0,650,78
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-25,350,400.0,375,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-25,1760,2500.0,2150,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-25,395,445.0,425,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-25,465,505.0,470,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-25,110,365.0,285,23
Gujarat,Rajkot,Rajkot,Potato,Desi,FAQ,2001-07-25,550,625.0,575,24
Gujarat,Rajkot,Rajkot,"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,2001-07-25,2110,2210.0,2170,11
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,2001-07-25,655,780.0,710,1
Gujarat,Rajkot,Rajkot,Wheat,Rajasthan Tukdi,FAQ,2001-07-25,655,800.0,730,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-07-25,400,1200.0,800,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-07-25,150,360.0,250,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-07-25,240,600.0,425,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-07-25,1200,1400.0,1300,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-07-25,1400,1400.0,1400,75
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-07-25,1200,1500.0,1350,77
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-07-25,150,510.0,300,23
Maharashtra,Kolhapur,Kolhapur,Pineapple,Other,Medium,2001-07-25,210,780.0,500,21
Maharashtra,Kolhapur,Kolhapur,Potato,Other,FAQ,2001-07-25,500,750.0,600,24
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-07-25,350,1000.0,700,78
Maharashtra,Mumbai,Mumbai,Chili Red,Red,FAQ,2001-07-25,2500,3500.0,3000,26
Maharashtra,Mumbai,Mumbai,Garlic,Desi,FAQ,2001-07-25,1500,4100.0,2800,25
Maharashtra,Mumbai,Mumbai,Onion,Nasik,FAQ,2001-07-25,380,480.0,430,23
Maharashtra,Mumbai,Mumbai,Potato,Military special,FAQ,2001-07-25,550,750.0,650,24
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-07-25,610,2970.0,2700,26
Pondicherry,Pondicherry,Thattanchavady,Cotton,MCU-5 (A) 31mm FIne,FAQ,2001-07-25,1312,2200.0,2070,15
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-07-25,468,806.0,546,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-07-25,357,462.0,402,30
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-26,330,410.0,400,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-26,1705,2575.0,2350,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-26,470,525.0,500,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-26,475,520.0,510,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-26,140,425.0,350,23
Gujarat,Rajkot,Rajkot,Potato,Desi,FAQ,2001-07-26,525,650.0,600,24
Gujarat,Rajkot,Rajkot,"Sesamum (Sesame,Gingelly,Til)",Whitish,FAQ,2001-07-26,2100,2170.0,2150,11
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,2001-07-26,650,790.0,720,1
Gujarat,Rajkot,Rajkot,Wheat,Rajasthan Tukdi,FAQ,2001-07-26,650,815.0,790,1
Maharashtra,Kolhapur,Kolhapur,Brinjal,Round,FAQ,2001-07-26,500,1300.0,900,35
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,2001-07-26,105,345.0,225,34
Maharashtra,Kolhapur,Kolhapur,Coriander (Leaves),Local,FAQ,2001-07-26,280,600.0,450,43
Maharashtra,Kolhapur,Kolhapur,Ginger (Dry),Other,FAQ,2001-07-26,1400,1400.0,1400,27
Maharashtra,Kolhapur,Kolhapur,Guar,Other,FAQ,2001-07-26,1100,1500.0,1300,75
Maharashtra,Kolhapur,Kolhapur,Mousambi (Sweet Lime),Other,Medium,2001-07-26,900,1500.0,1200,77
Maharashtra,Kolhapur,Kolhapur,Onion,Red,FAQ,2001-07-26,150,525.0,340,23
Maharashtra,Kolhapur,Kolhapur,Potato,Other,FAQ,2001-07-26,450,760.0,670,24
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,FAQ,2001-07-26,400,1100.0,750,78
Maharashtra,Mumbai,Mumbai,Chili Red,Red,FAQ,2001-07-26,2500,3500.0,3000,26
Maharashtra,Mumbai,Mumbai,Garlic,Desi,FAQ,2001-07-26,1500,4000.0,2750,25
Maharashtra,Mumbai,Mumbai,Onion,Nasik,FAQ,2001-07-26,350,480.0,415,23
Maharashtra,Mumbai,Mumbai,Potato,Military special,FAQ,2001-07-26,550,750.0,650,24
Pondicherry,Pondicherry,Thattanchavady,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,2001-07-26,2419,2424.0,2420,8
Pondicherry,Pondicherry,Thattanchavady,Chili Red,Red,FAQ,2001-07-26,610,3050.0,2870,26
Pondicherry,Pondicherry,Thattanchavady,Cotton,MCU-5 (A) 31mm FIne,FAQ,2001-07-26,1236,2229.0,2000,15
Pondicherry,Pondicherry,Thattanchavady,Paddy (Dhan)(Common),Paddy,FAQ,2001-07-26,380,838.0,546,2
Pondicherry,Pondicherry,Thattanchavady,Ragi (Finger Millet),Local,FAQ,2001-07-26,347,476.0,456,30
Tripura,Sepahijala,Bishalgarh,Apple,Other,Medium,2001-07-26,6000,7000.0,6500,17
Tripura,Sepahijala,Bishalgarh,Banana,Champa,Medium,2001-07-26,1200,1350.0,1300,19
Tripura,Sepahijala,Bishalgarh,Black Gram (Urd Beans)(Whole),Desi,FAQ,2001-07-26,1800,2200.0,2000,8
Tripura,Sepahijala,Bishalgarh,Chili Red,Other,FAQ,2001-07-26,4500,5000.0,4800,26
Tripura,Sepahijala,Bishalgarh,Cotton,Other,FAQ,2001-07-26,5000,6000.0,5500,15
Tripura,Sepahijala,Bishalgarh,Garlic,Other,FAQ,2001-07-26,3000,3500.0,3200,25
Tripura,Sepahijala,Bishalgarh,Ginger (Dry),Other,FAQ,2001-07-26,1800,2500.0,2300,27
Tripura,Sepahijala,Bishalgarh,Mango,Fazli,Medium,2001-07-26,1500,2000.0,1800,20
Tripura,Sepahijala,Bishalgarh,Mustard,Other,FAQ,2001-07-26,1800,2500.0,2200,12
Tripura,Sepahijala,Bishalgarh,Pineapple,Other,Medium,2001-07-26,1000,1200.0,1100,21
Tripura,Sepahijala,Bishalgarh,Potato,Desi,FAQ,2001-07-26,850,1000.0,900,24
Tripura,Sepahijala,Bishalgarh,Rice,IR-8,FAQ,2001-07-26,1300,1400.0,1350,3
Tripura,Sepahijala,Bishalgarh,Rice,Coarse,FAQ,2001-07-26,1050,1100.0,1075,3
Tripura,Sepahijala,Bishalgarh,Rice,Fine,FAQ,2001-07-26,1550,1600.0,1575,3
Tripura,Sepahijala,Bishalgarh,"Sesamum (Sesame,Gingelly,Til)",Other,FAQ,2001-07-26,2000,2500.0,2200,11
Gujarat,Rajkot,Rajkot,Bajra (Pearl Millet/Cumbu),Deshi,FAQ,2001-07-27,350,475.0,425,28
Gujarat,Rajkot,Rajkot,Garlic,Desi,FAQ,2001-07-27,1500,2530.0,2250,25
Gujarat,Rajkot,Rajkot,Jowar (Sorghum),Jowar ( White),FAQ,2001-07-27,350,530.0,500,5
Gujarat,Rajkot,Rajkot,Maize,Local,FAQ,2001-07-27,500,510.0,500,4
Gujarat,Rajkot,Rajkot,Onion,Red,FAQ,2001-07-27,635,825.0,725,23
